,city
1676,Lansdale
1677,New Orleans
1678,Tucson
1679,Tucson
1680,Sparks
1681,Metairie
1682,Newtown
1683,Lumberton
1684,Tampa
1685,Glenside
1686,Washington Crossing
1687,Reno
1688,New Orleans
1689,Hatboro
1690,Goleta
1691,Mount Laurel
1692,Boise
1693,Sewell
1694,St Petersburg
1695,Santa Barbara
1696,Plant City
1697,Wilmington
1698,Sparks
1699,Valrico
1700,Edmonton
1701,Saint Louis
1702,Reno
1703,Tucson
1704,Cherry Hill
1705,Indianapolis
1706,Godfrey
1707,Philadelphia
1708,Saint Louis
1709,Indianapolis
1710,Reno
1711,St. Louis
1712,Franklin
1713,Marlton
1714,Sparks
1715,Langhorne
1716,Tampa
1717,Lahaska
1718,Westville
1719,Tampa
1720,Bala Cynwyd
1721,Carmel
1722,Pinellas Park
1723,Goleta
1724,Saint Louis
1725,Mount Laurel
1726,Philadelphia
1727,Doylestown
1728,Tucson
1729,Philadelphia
1730,Santa Barbara
1731,Tucson
1732,Greenwood
1733,Philadelphia
1734,Reno
1735,Haverford
1736,Cinnaminson
1737,Reno
1738,Boothwyn
1739,Woolwich Twp
1740,Indianapolis
1741,Jenkintown
1742,Saint Ann
1743,Saint Louis
1744,Sherwood Park
1745,Reno
1746,Tampa
1747,Phoenixville
1748,Tucson
1749,Tucson
1750,Tucson
1751,Carmel
1752,Morrisville
1753,Boise
1754,Reno
1755,Nashville
1756,Santa Barbara
1757,Philadelphia
1758,Tucson
1759,Saint Petersburg
1760,Edmonton
1761,Tucson
1762,Edmonton
1763,Nashville
1764,Saint Louis
1765,Kulpsville
1766,Marrero
1767,Doylestown
1768,Trooper
1769,Philadelphia
1770,Tampa
1771,Philadelphia
1772,Tampa
1773,Brandon
1774,King of Prussia
1775,Trinity
1776,Maplewood
1777,Edmonton
1778,Indianapolis
1779,King of Prussia
1780,Brentwood
1781,Oldsmar
1782,Boise
1783,Voorhees
1784,Indianapolis
1785,Saint Petersburg
1786,Tampa
1787,Franklin
1788,Goleta
1789,Santa Barbara
1790,Hendersonville
1791,Reno
1792,Belleville
1793,Tampa
1794,Bridgeton
1795,St. Petersburg
1796,Marana
1797,Land O' Lakes
1798,Newport
1799,Nashville
1800,Port Richey
1801,New Orleans
1802,Sparks
1803,Saint Louis
1804,Tampa
1805,Shiloh
1806,Wilmington
1807,Edmonton
1808,Tucson
1809,Reno
1810,Sparks
1811,Tucson
1812,Tucson
1813,Carpinteria
1814,Santa Barbara
1815,Philadelphia
1816,Tampa
1817,Philadelphia
1818,Saint Louis
1819,Plymouth Meeting
1820,Meridian
1821,Philadelphia
1822,Land O Lakes
1823,Plymouth Meeting
1824,Metairie
1825,Philadelphia
1826,Willow Grove
1827,Clearwater
1828,New Orleans
1829,Waterloo
1830,Edmonton
1831,Downingtown
1832,Tampa
1833,Voorhees Township
1834,Tucson
1835,Santa Barbara
1836,Madeira Beach
1837,Nashville
1838,Indianapolis
1839,Indianapolis
1840,Feasterville
1841,Indianapolis
1842,Boise
1843,Manchester
1844,Tucson
1845,Sun City Center
1846,Plainfield
1847,Reno
1848,Santa Barbara
1849,Willow Grove
1850,Tampa
1851,Creve Coeur
1852,Holiday
1853,Washington Township
1854,Belle Chasse
1855,Brentwood
1856,Tucson
1857,Noblesville
1858,Philadelphia
1859,Philadelphia
1860,Indianapolis
1861,Oaks
1862,Sherwood Park
1863,Oldsmar
1864,Newtown
1865,Indianapolis
1866,Glenside
1867,North Wales
1868,Yardley
1869,Indianapolis
1870,Reno
1871,Indianapolis
1872,Philadelphia
1873,St. Louis
1874,Tucson
1875,Saint Petersburg
1876,Brownsburg
1877,Indianapolis
1878,Reno
1879,Philadelphia
1880,Tucson
1881,Wyndmoor
1882,Indianapolis
1883,Saint Louis
1884,Reno
1885,Phoenixville
1886,Exton
1887,Aston
1888,Washington Township
1889,Carmel
1890,Dunedin
1891,Sewell
1892,Tampa
1893,Nashville
1894,Reno
1895,Philadelphia
1896,Tucson
1897,Philadelphia
1898,Tucson
1899,Philadelphia
1900,Brooklawn
1901,Edmonton
1902,Franklin
1903,Philadelphia
1904,Tucson
1905,Edmonton
1906,Mount Juliet
1907,Fenton
1908,Philadelphia
1909,Reno
1910,Philadelphia
1911,Maplewood
1912,Philadelphia
1913,Abington
1914,Philadelphia
1915,Reno
1916,Sparks
1917,Berlin
1918,Tampa
1919,Saint Petersburg
1920,Philadelphia
1921,Apollo Beach
1922,Indianapolis
1923,Reno
1924,Nashville
1925,Harvey
1926,Tucson
1927,Willow Grove
1928,Chalfont
1929,Bensalem
1930,Indianapolis
1931,Edmonton
1932,New Orleans
1933,Florissant
1934,Gulfport
1935,New Orleans
1936,Philadelphia
1937,Philadelphia
1938,Hermitage
1939,Wayne
1940,Indianapolis
1941,Tampa
1942,Harleysville
1943,Philadelphia
1944,Metairie
1945,Glen Carbon
1946,Edmonton
1947,Philadelphia
1948,Wayne
1949,Indianapolis
1950,Bala Cynwyd
1951,Nashville
1952,Indianapolis
1953,Nashville
1954,New Orleans
1955,Clearwater
1956,King of Prussia
1957,Nashville
1958,West Berlin
1959,Tampa
1960,Montgomeryville
1961,Hendersonville
1962,Indianapolis
1963,Goleta
1964,Darby
1965,Metairie
1966,Malvern
1967,Spring Hill
1968,Avon
1969,Tampa
1970,Sherwood Park
1971,New Orleans
1972,Reno
1973,Indianapolis
1974,Philadelphia
1975,St Louis
1976,Morrisville
1977,Reno
1978,Indianapolis
1979,Edmonton
1980,Hatboro
1981,Philadelphia
1982,Land O Lakes
1983,Saint Louis
1984,Metairie
1985,Sparks
1986,Tampa
1987,Wilmington
1988,Edmonton
1989,Tucson
1990,Land O Lakes
1991,Tucson
1992,Philadelphia
1993,Santa Barbara
1994,Lansdale
1995,Saint Petersburg
1996,Largo
1997,Santa Barbara
1998,Saint Louis
1999,Glenside
2000,Tampa
2001,Nashville
2002,Tampa
2003,Clearwater
2004,Tucson
2005,Philadelphia
2006,Bellevue
2007,Tucson
2008,Woodstown
2009,Reno
2010,Belleville
2011,Newtown
2012,Indianapolis
2013,Tucson
2014,Indianapolis
2015,Glen Mills
2016,Tampa
2017,Goleta
2018,Bridgeton
2019,Souderton
2020,Tampa
2021,Saint Louis
2022,Plymouth Meeting
2023,Arnold
2024,Madeira Beach
2025,Tucson
2026,Largo
2027,Tucson
2028,Carmel
2029,Indianapolis
2030,Gallatin
2031,Port Richey
2032,Philadelphia
2033,Philadelphia
2034,Saint Petersburg
2035,Belleville
2036,Kirkwood
2037,Reno
2038,Philadelphia
2039,Boise
2040,Tucson
2041,Des Peres
2042,New Orleans
2043,Philadelphia
2044,Speedway
2045,Fishers
2046,Philadelphia
2047,Metairie
2048,Lansdale
2049,New Orleans
2050,Rosemont
2051,Tampa
2052,Tucson
2053,Tucson
2054,Indianapolis
2055,Wesley Chapel
2056,Nashville
2057,Philadelphia
2058,Tampa
2059,Ardmore
2060,Cherry Hill
2061,Philadelphia
2062,Sparks
2063,Oldsmar
2064,Nashville
2065,Philadelphia
2066,Brentwood
2067,Philadelphia
2068,Glenolden
2069,Nashville
2070,Metairie
2071,Belleville
2072,Berkeley
2073,Harvey
2074,Saint Louis
2075,Willow Grove
2076,Sparks
2077,Tampa
2078,Reno
2079,Nashville
2080,Holiday
2081,Edmonton
2082,Broomall
2083,Belleville
2084,West Chester
2085,Maple Shade
2086,Morrisville
2087,Edwardsville
2088,Palm Harbor
2089,Bryn Mawr
2090,Sherwood Park
2091,La Vergne
2092,Philadelphia
2093,Tucson
2094,Philadelphia
2095,Tucson
2096,New Orleans
2097,Tucson
2098,Mount Holly
2099,Reno
2100,Fenton
2101,Perkasie
2102,Largo
2103,West Chester
2104,Wilmington
2105,Newtown
2106,Wilmington
2107,Willow Grove
2108,Meridian
2109,Edmonton
2110,Chadds Ford
2111,Nashville
2112,Philadelphia
2113,Santa Barbara
2114,Goodlettsville
2115,Sparks
2116,Reno
2117,Maple Shade
2118,Hendersonville
2119,Saint Louis
2120,Indianapolis
2121,Edmonton
2122,New Orleans
2123,Indianapolis
2124,Ewing
2125,Nashville
2126,New Castle
2127,Lithia
2128,Tampa
2129,Saint Louis
2130,Indianapolis
2131,Nashville
2132,Lutz
2133,Brentwood
2134,Edmonton
2135,Fishers
2136,Smyrna
2137,Santa Barbara
2138,Goleta
2139,Indianapolis
2140,Nashville
2141,Woodbury
2142,Boise
2143,Barrington
2144,Reno
2145,Abington
2146,New Orleans
2147,Reno
2148,Deptford Township
2149,Tampa
2150,Cahokia
2151,Reno
2152,Philadelphia
2153,Saint Petersburg
2154,Franklin
2155,Edmonton
2156,Philadelphia
2157,Philadelphia
2158,Brandon
2159,Bristol
2160,Erdenheim
2161,Boise
2162,New Orleans
2163,Harahan
2164,Clearwater
2165,Haddon Heights
2166,Palm Harbor
2167,Santa Barbara
2168,Old Hickory
2169,Langhorne
2170,Philadelphia
2171,Nashville
2172,Paoli
2173,Westmont
2174,Tampa
2175,Greenbrier
2176,Pontoon Beach
2177,Haddonfield
2178,Lawrence
2179,Edmonton
2180,Tampa
2181,Santa Barbara
2182,Newark
2183,New Orleans
2184,Riverview
2185,Metairie
2186,Kenner
2187,Nashville
2188,St. Petersburg
2189,Tucson
2190,Tucson
2191,Indianapolis
2192,Edmonton
2193,Sharon Hill
2194,Tampa
2195,Pennsauken
2196,Tucson
2197,Meridian
2198,Indianapolis
2199,Indianapolis
2200,Saint Louis
2201,Reno
2202,Tampa
2203,Swedesboro
2204,Riverview
2205,Philadelphia
2206,Metairie
2207,Reno
2208,Tucson
2209,New Orleans
2210,Indianapolis
2211,Philadelphia
2212,Saint Louis
2213,Tampa
2214,Clearwater
2215,Nashville
2216,Edmonton
2217,Philadelphia
2218,Tampa
2219,Palm Harbor
2220,Nashville
2221,Reno
2222,Sewell
2223,Santa Barbara
2224,Nashville
2225,Oldsmar
2226,Chalfont
2227,Willow Grove
2228,Cheltenham
2229,Whiteland
2230,Tucson
2231,Cherry Hill
2232,New Port Richey
2233,Sewell
2234,Nashville
2235,Mt. Juliet
2236,Springfield
2237,Voorhees
2238,Tampa
2239,Reno
2240,Indianapolis
2241,Belleair
2242,Indianapolis
2243,Saint Ann
2244,Sparks
2245,Indianapolis
2246,Santa Barbara
2247,Newtown
2248,Saint Louis
2249,Tampa
2250,Belleville
2251,Tucson
2252,Carpinteria
2253,Hatfield
2254,Indianapolis
2255,West Chester
2256,Saint Louis
2257,Wilmington
2258,Manchester
2259,Philadelphia
2260,Nashville
2261,Boise
2262,Nashville
2263,Cherry Hill
2264,West Chester
2265,Goleta
2266,Nashville
2267,Clearwater
2268,Bala Cynwyd
2269,Nashville
2270,Philadelphia
2271,Doylestown
2272,Saint Louis
2273,Tampa
2274,Somerdale
2275,Boise
2276,Tampa
2277,Tucson
2278,New Orleans
2279,Ballwin
2280,Malvern
2281,Tampa
2282,Antioch
2283,Franklin
2284,Indianapolis
2285,Saint Petersburg
2286,Swedesboro
2287,Perkiomenville
2288,Hermitage
2289,Clearwater
2290,Nashville
2291,Nashville
2292,Clearwater
2293,New Orleans
2294,Philadelphia
2295,Tampa
2296,Reno
2297,Tampa
2298,Franklin
2299,Tampa
2300,Kenner
2301,Nashville
2302,Hendersonville
2303,Edmonton
2304,Indianapolis
2305,Mt. Juliet
2306,St. Louis
2307,Brownsburg
2308,Indianapolis
2309,Royersford
2310,Gallatin
2311,Eddystone
2312,Edmonton
2313,Fenton
2314,Reno
2315,Bryn Mawr
2316,Tampa
2317,Reno
2318,Tampa
2319,Spring Hill
2320,Kenner
2321,Philadelphia
2322,New Orleans
2323,Tampa
2324,Nashville
2325,Belleville
2326,New Orleans
2327,Indianapolis
2328,Metairie
2329,Doylestown
2330,New Orleans
2331,Philadelphia
2332,Reno
2333,Wilmington
2334,Cherry Hill
2335,New Orleans
2336,Edmonton
2337,Fenton
2338,Newark
2339,New Orleans
2340,North Redington Beach
2341,Seminole
2342,Saint Louis
2343,Carmel
2344,Tampa
2345,Newark
2346,Nashville
2347,Edmonton
2348,Brandon
2349,Springfield
2350,Wesley Chapel
2351,Philadelphia
2352,Eagle
2353,Philadelphia
2354,Edmonton
2355,Nashville
2356,Tampa
2357,Saint Petersburg
2358,Levittown
2359,Edmonton
2360,East Greenville
2361,St Pete Beach
2362,St. Louis
2363,New Orleans
2364,Swedesboro
2365,New Orleans
2366,Nashville
2367,Sellersville
2368,Maplewood
2369,Nashville
2370,Boise
2371,Doylestown
2372,Jefferson
2373,Saint Louis
2374,Fishers
2375,Warrington
2376,Evesham Township
2377,Saint Louis
2378,Trenton
2379,New Orleans
2380,Tucson
2381,Hatboro
2382,Tucson
2383,Buckingham
2384,Philadelphia
2385,Huntingdon Valley
2386,Ashland City
2387,Saint Louis
2388,Saint Petersburg
2389,Mooresville
2390,Clearwater
2391,Apollo Beach
2392,Saint Louis
2393,Webster Groves
2394,Metairie
2395,Carmel
2396,Saint Louis
2397,Pinellas Park
2398,New Orleans
2399,Cherry Hill
2400,Reno
2401,Metairie
2402,Freeburg
2403,Saint Louis
2404,Franklin
2405,Nashville
2406,Brentwood
2407,Pennsauken
2408,Swarthmore
2409,New Orleans
2410,Phoenixville
2411,Philadelphia
2412,Edmonton
2413,Fairless Hills
2414,Tampa
2415,Ballwin
2416,Brownsburg
2417,Saint Petersburg
2418,Reno
2419,Tucson
2420,Bryn Mawr
2421,Philadelphia
2422,New Orleans
2423,Tampa
2424,Frazer
2425,Tampa
2426,Bala Cynwyd
2427,Indianapolis
2428,Burlington
2429,Nashville
2430,Tampa
2431,Boise
2432,Eddystone
2433,Nashville
2434,Philadelphia
2435,Land O' Lakes
2436,Ewing Township
2437,Philadelphia
2438,Tampa
2439,Franklin
2440,Kenner
2441,Newtown
2442,Reno
2443,Tarpon Springs
2444,Philadelphia
2445,St. Louis
2446,Philadelphia
2447,Saint Petersburg
2448,Glenside
2449,Boise
2450,Newark
2451,Tucson
2452,Boise
2453,Reno
2454,Reno
2455,Tucson
2456,Nashville
2457,Nashville
2458,Philadelphia
2459,Tucson
2460,Erdenheim
2461,Edmonton
2462,Nashville
2463,Reno
2464,Glen Mills
2465,Mount Juliet
2466,Harahan
2467,Edmonton
2468,Metairie
2469,Metairie
2470,Clearwater
2471,Camby
2472,Havertown
2473,Reno
2474,St. Petersburg
2475,Clearwater
2476,Edmonton
2477,Boise
2478,St. Petersburg
2479,Clearwater
2480,Tucson
2481,Tampa
2482,Nashville
2483,St. Louis
2484,Fairview Heights
2485,Santa Barbara
2486,Yardley
2487,Ewing Township
2488,Tucson
2489,Santa Barbara
2490,Clearwater Beach
2491,Philadelphia
2492,Safety Harbor
2493,Drexel Hill
2494,Glen Mills
2495,Audubon 
2496,Maplewood
2497,Philadelphia
2498,Zephyrhills
2499,Philadelphia
2500,Philadelphia
2501,Boise
2502,Nashville
2503,Tucson
2504,Franklin
2505,Indianapolis
2506,Avon
2507,Tucson
2508,Edmonton
2509,Tampa
2510,Edmonton
2511,Greater Northdale
2512,Edmonton
2513,Holiday
2514,Philadelphia
2515,Gretna
2516,Saint Louis
2517,Reno
2518,Marana
2519,Old Hickory
2520,Gretna
2521,Shrewsbury
2522,Clearwater
2523,Tucson
2524,Clearwater
2525,Philadelphia
2526,Philadelphia
2527,Tucson
2528,Nashville
2529,Indianapolis
2530,New Orleans
2531,Philadelphia
2532,Downingtown
2533,Media
2534,Largo
2535,Oaklyn
2536,Tampa
2537,Carmel
2538,Marlton
2539,Marlton
2540,Brandon
2541,Philadelphia
2542,Marlton
2543,Tucson
2544,Nashville
2545,Philadelphia
2546,Brandon
2547,Saint Louis
2548,Edmonton
2549,Santa Barbara
2550,Edmonton
2551,Tucson
2552,Richmond Heights
2553,Greenwood
2554,Edmonton
2555,Philadelphia
2556,Franklin
2557,Jennings
2558,Sparks
2559,Maryland Heights
2560,Clearwater
2561,Chalfont
2562,Maple Shade
2563,Indianapolis
2564,Philadelphia
2565,Reno
2566,Gallatin
2567,Nashville
2568,Tucson
2569,Tampa
2570,Reno
2571,Saint Louis
2572,Reno
2573,Reno
2574,Philadelphia
2575,Collinsville
2576,Brentwood
2577,Reno
2578,Reno
2579,Brandon
2580,Riverview
2581,Nashville
2582,Folsom
2583,Santa Barbara
2584,Saint Louis
2585,Nashville
2586,Bellmawr
2587,New Orleans
2588,Brandon
2589,Hatboro
2590,Reno
2591,St. Louis
2592,Tampa
2593,Edmonton
2594,Tampa
2595,New Orleans
2596,New Orleans
2597,Norristown
2598,Clearwater
2599,Aston
2600,Reno
2601,Franklin
2602,Edmonton
2603,Lutz
2604,Tucson
2605,Tucson
2606,Nashville
2607,Lansdale
2608,Indianapolis
2609,Mulberry
2610,Dunedin
2611,Chesterfield
2612,Reno
2613,Saint Louis
2614,Bristol
2615,Tucson
2616,Royersford
2617,St. Petersburg
2618,Fishers
2619,Philadelphia
2620,Indianapolis
2621,Nashville
2622,Boise
2623,Philadelphia
2624,Bensalem
2625,Indianapolis
2626,Woodbury Heights
2627,Saint Louis
2628,Saint Louis
2629,Lutz
2630,Indianapolis
2631,Smyrna
2632,Cherry Hill
2633,Nashville
2634,Philadelphia
2635,New Orleans
2636,Wilmington
2637,Tucson
2638,Tampa
2639,Bryn Mawr
2640,Tucson
2641,Tampa
2642,Holiday
2643,Deptford
2644,New Orleans
2645,Philadelphia
2646,Town & Country
2647,Philadelphia
2648,Goleta
2649,New Orleans
2650,West Chester
2651,Spring Hill
2652,New Castle
2653,Indianapolis
2654,Tampa
2655,Prospect Park
2656,Tampa
2657,Odessa
2658,Ballwin
2659,Kenner
2660,Indianapolis
2661,Nashville
2662,Saint Louis
2663,Riverview
2664,Edmonton
2665,Edmonton
2666,Madison
2667,Tampa
2668,Philadelphia
2669,Wilmington
2670,Harvey
2671,Hamilton
2672,Edmonton
2673,Mullica Hill
2674,Saint Louis
2675,Philadelphia
2676,New Orleans
2677,Washington Crossing
2678,Whitestown
2679,Isla Vista
2680,Camden
2681,Malvern
2682,New Orleans
2683,Goleta
2684,New Port Richey
2685,Reno
2686,Plymouth Meeting
2687,Willingboro Township
2688,Ballwin
2689,St. Louis
2690,Palmyra
2691,Abington
2692,Collegeville
2693,Cherry Hill
2694,Nashville
2695,Lebanon
2696,Chalfont
2697,Mount Laurel
2698,Gibbsboro
2699,Santa Barbara
2700,Nashville
2701,Sherwood Park
2702,Pottstown
2703,Glendora
2704,Tampa
2705,Tucson
2706,Tampa
2707,Madeira Beach
2708,Stowe
2709,Tampa
2710,New Port Richey
2711,Philadelphia
2712,Edmonton
2713,Morrisville
2714,Camden
2715,Boise
2716,Newark
2717,Morton
2718,Tampa
2719,Tucson
2720,Saint Louis
2721,Tampa
2722,Indianapolis
2723,Gretna
2724,Nashville
2725,New Orleans
2726,Tucson
2727,Tucson
2728,Tampa
2729,Maple Shade
2730,Philadelphia
2731,Tucson
2732,Sewell
2733,Tucson
2734,Kenner
2735,Franklin
2736,Clearwater
2737,Indianapolis
2738,Santa Barbara
2739,Old Hickory
2740,Tucson
2741,Warrington
2742,Goleta
2743,Clearwater
2744,Tucson
2745,King Of Prussia
2746,Smyrna
2747,Saint Louis
2748,Tampa
2749,Tampa
2750,Edmonton
2751,Meridian
2752,Santa Barbara
2753,Cherry Hill
2754,Beaumont
2755,Saint Louis
2756,Saint Louis
2757,Nashville
2758,Edmonton
2759,Belleville
2760,Nashville
2761,Cheltenham
2762,Tampa
2763,Philadelphia
2764,Havertown
2765,Philadelphia
2766,Nashville
2767,Medford
2768,Tampa
2769,Edmonton
2770,Dover
2771,Santa Barbara
2772,Montgomeryville
2773,New Port Richey
2774,O'Fallon
2775,Philadelphia
2776,Philadelphia
2777,Indianapolis
2778,Sparks
2779,Philadelphia
2780,Ballwin
2781,Perkasie
2782,Tucson
2783,Philadelphia
2784,Cherry Hill
2785,New Orleans
2786,St. Pete Beach
2787,Edmonton
2788,Tucson
2789,Dunedin
2790,Saint Louis
2791,Reno
2792,Nashville
2793,Saint Louis
2794,Tampa
2795,King of Prussia
2796,Edmonton
2797,Indianapolis
2798,New Orleans
2799,Wilmington
2800,Saint Petersburg
2801,Sparks
2802,Hudson
2803,Philadelphia
2804,Sauget
2805,Saint Petersburg
2806,Goodlettsville
2807,Harahan
2808,Downingtown
2809,Philadelphia
2810,Jenkintown
2811,Trenton
2812,Conshohocken
2813,Palm Harbor
2814,Tucson
2815,Elmer
2816,Collingdale
2817,Pinellas Park
2818,Saint Louis
2819,Clearwater Beach
2820,Willow Grove
2821,Philadelphia
2822,Hendersonville
2823,Tucson
2824,West Chester
2825,New Orleans
2826,New Orleans
2827,Tampa
2828,Swansea
2829,Dover
2830,Franklin
2831,Saint Louis
2832,Tucson
2833,Tampa
2834,Philadelphia
2835,Santa Barbara
2836,Nashville
2837,Clearwater
2838,Nashville
2839,New Hope
2840,Edmonton
2841,Franklin
2842,Indianapolis
2843,Fairview Heights
2844,Nashville
2845,Tarpon Springs
2846,New Hope
2847,Indianapolis
2848,Florissant
2849,Tampa
2850,Lansdale
2851,Reno
2852,Reno
2853,King of Prussia
2854,Glenside
2855,Glen Mills
2856,Philadelphia
2857,Philadelphia
2858,New Orleans
2859,Palm Harbor
2860,Wilmington
2861,Boise
2862,Clearwater
2863,Tampa
2864,Philadelphia
2865,Blue Bell
2866,Tucson
2867,Sicklerville
2868,Aston
2869,Tampa
2870,Maple Shade
2871,Brentwood
2872,Trenton
2873,Doylestown
2874,Edwardsville
2875,Philadelphia
2876,Edmonton
2877,Philadelphia
2878,Mt. Juliet
2879,Philadelphia
2880,Philadelphia
2881,Seffner
2882,Tucson
2883,New Orleans
2884,New Orleans
2885,Nashville
2886,Tucson
2887,Reno
2888,Philadelphia
2889,Tampa
2890,O'Fallon
2891,Nashville
2892,Mount Juliet
2893,Westwego
2894,Wesley Chapel
2895,Levittown
2896,Santa Barbara
2897,Philadelphia
2898,Plainfield
2899,Santa Barbara
2900,Harahan
2901,Franklin
2902,Saint Louis
2903,Saint Louis
2904,Lansdowne
2905,Edmonton
2906,Arnold
2907,Edmonton
2908,Glen Mills
2909,New Hope
2910,Saint Louis
2911,St. Louis
2912,Tampa
2913,Seffner
2914,St Louis
2915,Boise
2916,Clearwater
2917,Tucson
2918,Maple Shade
2919,Philadelphia
2920,Tucson
2921,Chesterfield
2922,Tucson
2923,Boise
2924,Maryland Heights
2925,Philadelphia
2926,Tucson
2927,Garden City
2928,Belleville
2929,Nashville
2930,Fenton
2931,Reno
2932,Indianapolis
2933,Goleta
2934,Santa Barbara
2935,Swarthmore
2936,St. Louis
2937,Langhorne
2938,Brandon
2939,Nashville
2940,New Orleans
2941,Mount Laurel
2942,Riverview
2943,Clearwater
2944,Tampa
2945,Philadelphia
2946,Indianapolis
2947,Brentwood
2948,Metairie
2949,Nashville
2950,Nashville
2951,Indianapolis
2952,Sparks
2953,Nashville
2954,Philadelphia
2955,Indianapolis
2956,Santa Barbara
2957,Clearwater
2958,Philadelphia
2959,Aston
2960,Isla Vista
2961,Tampa
2962,Brandon
2963,Metairie
2964,Saint Louis
2965,Wilmington
2966,Reno
2967,Clearwater
2968,Saint Louis
2969,New Orleans
2970,Edmonton
2971,Metairie
2972,Conshohocken
2973,Tucson
2974,Brooklawn
2975,Greenwood
2976,Philadelphia
2977,Gulfport
2978,Greenwood
2979,West Chester
2980,Nashville
2981,Nashville
2982,Tucson
2983,Santa Barbara
2984,Edmonton
2985,Philadelphia
2986,Saint Petersburg
2987,Nashville
2988,Indianapolis
2989,Reno
2990,Saint Louis
2991,Spring Hill
2992,Tucson
2993,Edmonton
2994,Saint Louis
2995,Santa Barbara
2996,Wesley Chapel
2997,Reno
2998,West Chester
2999,Tampa
3000,New Orleans
3001,Largo
3002,Palm Harbor
3003,Indianapolis
3004,Nashville
3005,Philadelphia
3006,Glen Mills
3007,Alton
3008,Cherry Hill
3009,New Port Richey
3010,Philadelphia
3011,TAMPA
3012,Blackwood
3013,Nashville
3014,Sparks
3015,Alton
3016,Nashville
3017,Norristown
3018,Burlington
3019,Tucson
3020,Edmonton
3021,Reno
3022,Columbus
3023,Santa Barbara
3024,Boise
3025,Tampa
3026,Philadelphia
3027,Skippack
3028,Clearwater
3029,Santa Barbara
3030,Tucson
3031,St. Charles
3032,Reno
3033,Indianapolis
3034,Nashville
3035,Treasure Island
3036,Valrico
3037,Indianapolis
3038,Saint Louis
3039,King of Prussia
3040,Tampa
3041,New Orleans
3042,Tampa
3043,Royersford
3044,Smyrna
3045,St. Louis
